법정동코드,시도명,시군구코드,시군구명,읍면동코드,읍면동명,리명
4150034030,경기도,41500,이천시,34030,마장면,덕평리
4150034032,경기도,41500,이천시,34032,마장면,해월리
4150034033,경기도,41500,이천시,34033,마장면,작촌리
4150035025,경기도,41500,이천시,35025,대월면,초지리
4150035026,경기도,41500,이천시,35026,대월면,사동리
4150035027,경기도,41500,이천시,35027,대월면,대대리
4150035029,경기도,41500,이천시,35029,대월면,도리리
4150035030,경기도,41500,이천시,35030,대월면,구시리
4150035032,경기도,41500,이천시,35032,대월면,송라리
4150035033,경기도,41500,이천시,35033,대월면,장평리
4150035034,경기도,41500,이천시,35034,대월면,부필리
4150036021,경기도,41500,이천시,36021,모가면,진가리
4150036022,경기도,41500,이천시,36022,모가면,서경리
4150036024,경기도,41500,이천시,36024,모가면,송곡리
4150036025,경기도,41500,이천시,36025,모가면,소사리
4150036026,경기도,41500,이천시,36026,모가면,양평리
4150036028,경기도,41500,이천시,36028,모가면,소고리
4150036029,경기도,41500,이천시,36029,모가면,신갈리
4150036030,경기도,41500,이천시,36030,모가면,어농리
4136025021,경기도,41360,남양주시,25021,와부읍,덕소리
4182033030,경기도,41820,가평군,33030,상면,원흥리
4127311100,경기도,41273,안산시단원구,11100,대부북동,
4127311200,경기도,41273,안산시단원구,11200,대부남동,
4183031025,경기도,41830,양평군,31025,강상면,화양리
4183031026,경기도,41830,양평군,31026,강상면,세월리
4183031027,경기도,41830,양평군,31027,강상면,대석리
4183032000,경기도,41830,양평군,32000,강하면,
4183032021,경기도,41830,양평군,32021,강하면,운심리
4183032022,경기도,41830,양평군,32022,강하면,왕창리
4183032023,경기도,41830,양평군,32023,강하면,동오리
4183032024,경기도,41830,양평군,32024,강하면,항금리
4167038023,경기도,41670,여주시,38023,산북면,후리
4167038024,경기도,41670,여주시,38024,산북면,명품리
4167038025,경기도,41670,여주시,38025,산북면,주어리
4167038026,경기도,41670,여주시,38026,산북면,백자리
4167038027,경기도,41670,여주시,38027,산북면,용담리
4167031035,경기도,41670,여주시,31035,점동면,처리
4167032024,경기도,41670,여주시,32024,흥천면,내사리
4167032029,경기도,41670,여주시,32029,흥천면,상백리
4167032034,경기도,41670,여주시,32034,흥천면,신근리
4167033024,경기도,41670,여주시,33024,금사면,장흥리
4167033030,경기도,41670,여주시,33030,금사면,금사리
4167035024,경기도,41670,여주시,35024,대신면,천남리
4139013500,경기도,41390,시흥시,13500,배곧동,
4122012800,경기도,41220,평택시,12800,고덕동,
4161037000,경기도,41610,광주시,37000,남한산성면,
4161037021,경기도,41610,광주시,37021,남한산성면,산성리
4161037022,경기도,41610,광주시,37022,남한산성면,엄미리
4161037023,경기도,41610,광주시,37023,남한산성면,광지원리
4161037024,경기도,41610,광주시,37024,남한산성면,상번천리
4161037025,경기도,41610,광주시,37025,남한산성면,하번천리
4161037026,경기도,41610,광주시,37026,남한산성면,오전리
4161037027,경기도,41610,광주시,37027,남한산성면,불당리
4161037028,경기도,41610,광주시,37028,남한산성면,검복리
4136000000,경기도,41360,남양주시,00000,,
4136010300,경기도,41360,남양주시,10300,금곡동,
4136010600,경기도,41360,남양주시,10600,삼패동,
4136011000,경기도,41360,남양주시,11000,도농동,
4148037021,경기도,41480,파주시,37021,적성면,어유지리
4148037025,경기도,41480,파주시,37025,적성면,객현리
4150033023,경기도,41500,이천시,33023,호법면,후안리
4150033026,경기도,41500,이천시,33026,호법면,동산리
4150034000,경기도,41500,이천시,34000,마장면,
4150034023,경기도,41500,이천시,34023,마장면,관리
4150034027,경기도,41500,이천시,34027,마장면,표교리
4150034031,경기도,41500,이천시,34031,마장면,이평리
4150035000,경기도,41500,이천시,35000,대월면,
4150035028,경기도,41500,이천시,35028,대월면,대흥리
4150035031,경기도,41500,이천시,35031,대월면,군량리
4150036000,경기도,41500,이천시,36000,모가면,
4150036023,경기도,41500,이천시,36023,모가면,산내리
4150036027,경기도,41500,이천시,36027,모가면,원두리
4136025000,경기도,41360,남양주시,25000,와부읍,
4182034528,경기도,41820,가평군,34528,조종면,운악리
4146310800,경기도,41463,용인시기흥구,10800,고매동,
4146311100,경기도,41463,용인시기흥구,11100,영덕동,
4146111000,경기도,41461,용인시처인구,11000,해곡동,
4146125023,경기도,41461,용인시처인구,25023,포곡읍,둔전리
4146125027,경기도,41461,용인시처인구,25027,포곡읍,전대리
4146125921,경기도,41461,용인시처인구,25921,남사읍,봉무리
4146125925,경기도,41461,용인시처인구,25925,남사읍,진목리
4146125929,경기도,41461,용인시처인구,25929,남사읍,창리
4183039527,경기도,41830,양평군,39527,지평면,대평리
4159012400,경기도,41590,화성시,12400,기안동,
4159011600,경기도,41590,화성시,11600,진안동,
4159025929,경기도,41590,화성시,25929,향남읍,백토리
4148036028,경기도,41480,파주시,36028,파평면,눌노리
4159034035,경기도,41590,화성시,34035,송산면,칠곡리
4159035023,경기도,41590,화성시,35023,서신면,광평리
4159035026,경기도,41590,화성시,35026,서신면,제부리
4121010300,경기도,41210,광명시,10300,하안동,
4180025029,경기도,41800,연천군,25029,연천읍,고문리
4180025322,경기도,41800,연천군,25322,전곡읍,은대리
4180025325,경기도,41800,연천군,25325,전곡읍,마포리
4159013500,경기도,41590,화성시,13500,산척동,
4159013800,경기도,41590,화성시,13800,방교동,
4182034521,경기도,41820,가평군,34521,조종면,현리
4182034525,경기도,41820,가평군,34525,조종면,신하리
4157025622,경기도,41570,김포시,25622,양촌읍,누산리
4157025626,경기도,41570,김포시,25626,양촌읍,학운리
4113313200,경기도,41133,성남시중원구,13200,중앙동,
4155036028,경기도,41550,안성시,36028,양성면,이현리
4155036032,경기도,41550,안성시,36032,양성면,미산리
4155036036,경기도,41550,안성시,36036,양성면,명목리
4155038000,경기도,41550,안성시,38000,원곡면,
4157036030,경기도,41570,김포시,36030,하성면,봉성리
4159013000,경기도,41590,화성시,13000,청계동,
4111513900,경기도,41115,수원시팔달구,13900,지동,
4111700000,경기도,41117,수원시영통구,00000,,
4111710300,경기도,41117,수원시영통구,10300,이의동,
4111710700,경기도,41117,수원시영통구,10700,망포동,
4113110200,경기도,41131,성남시수정구,10200,태평동,
4122034028,경기도,41220,평택시,34028,오성면,당거리
4113110800,경기도,41131,성남시수정구,10800,창곡동,
4113111200,경기도,41131,성남시수정구,11200,고등동,
4113111600,경기도,41131,성남시수정구,11600,금토동,
4146125300,경기도,41461,용인시처인구,25300,모현읍,
4146125324,경기도,41461,용인시처인구,25324,모현읍,일산리
4146125328,경기도,41461,용인시처인구,25328,모현읍,오산리
4146125623,경기도,41461,용인시처인구,25623,이동읍,묘봉리
4146125627,경기도,41461,용인시처인구,25627,이동읍,묵리
4111313400,경기도,41113,수원시권선구,13400,금곡동,
4111313800,경기도,41113,수원시권선구,13800,장지동,
4117110100,경기도,41171,안양시만안구,10100,안양동,
4117310100,경기도,41173,안양시동안구,10100,비산동,
4117310400,경기도,41173,안양시동안구,10400,호계동,
4165010500,경기도,41650,포천시,10500,설운동,
4165025021,경기도,41650,포천시,25021,소흘읍,송우리
4165025025,경기도,41650,포천시,25025,소흘읍,직동리
4165025029,경기도,41650,포천시,25029,소흘읍,무봉리
4165038021,경기도,41650,포천시,38021,이동면,장암리
4165039000,경기도,41650,포천시,39000,영북면,
4165039023,경기도,41650,포천시,39023,영북면,산정리
4165039027,경기도,41650,포천시,39027,영북면,소회산리
4165040023,경기도,41650,포천시,40023,관인면,초과리
4122037021,경기도,41220,평택시,37021,현덕면,도대리
4122037024,경기도,41220,평택시,37024,현덕면,황산리
4122037028,경기도,41220,평택시,37028,현덕면,대안리
4122012500,경기도,41220,평택시,12500,월곡동,
4122025000,경기도,41220,평택시,25000,팽성읍,
4122025023,경기도,41220,평택시,25023,팽성읍,추팔리
4122025027,경기도,41220,평택시,25027,팽성읍,두리
4122033027,경기도,41220,평택시,33027,고덕면,동고리
4122033030,경기도,41220,평택시,33030,고덕면,율포리
4122034022,경기도,41220,평택시,34022,오성면,교포리
4180036021,경기도,41800,연천군,36021,신서면,대광리
4180036024,경기도,41800,연천군,36024,신서면,마전리
4161010300,경기도,41610,광주시,10300,송정동,
4161010600,경기도,41610,광주시,10600,목현동,
4146110100,경기도,41461,용인시처인구,10100,김량장동,
4146110500,경기도,41461,용인시처인구,10500,유방동,
4161025900,경기도,41610,광주시,25900,곤지암읍,
4161025924,경기도,41610,광주시,25924,곤지암읍,봉현리
4161025928,경기도,41610,광주시,25928,곤지암읍,유사리
4161025931,경기도,41610,광주시,25931,곤지암읍,장심리
4161025935,경기도,41610,광주시,25935,곤지암읍,신대리
4159026223,경기도,41590,화성시,26223,남양읍,장덕리
4159026227,경기도,41590,화성시,26227,남양읍,무송리
4159026231,경기도,41590,화성시,26231,남양읍,장전리
4159026234,경기도,41590,화성시,26234,남양읍,시리
4146134023,경기도,41461,용인시처인구,34023,원삼면,좌항리
4146134028,경기도,41461,용인시처인구,34028,원삼면,죽능리
4159012000,경기도,41590,화성시,12000,반월동,
4159012300,경기도,41590,화성시,12300,배양동,
4146311600,경기도,41463,용인시기흥구,11600,중동,
4146500000,경기도,41465,용인시수지구,00000,,
4146510400,경기도,41465,용인시수지구,10400,고기동,
4146510700,경기도,41465,용인시수지구,10700,상현동,
4159031022,경기도,41590,화성시,31022,매송면,원평리
4159031026,경기도,41590,화성시,31026,매송면,송라리
4159032021,경기도,41590,화성시,32021,비봉면,양노리
4159032025,경기도,41590,화성시,32025,비봉면,구포리
4159033000,경기도,41590,화성시,33000,마도면,
4159033023,경기도,41590,화성시,33023,마도면,송정리
4159033027,경기도,41590,화성시,33027,마도면,해문리
4159034000,경기도,41590,화성시,34000,송산면,
4159034023,경기도,41590,화성시,34023,송산면,삼존리
4159034027,경기도,41590,화성시,34027,송산면,천등리
4163034021,경기도,41630,양주시,34021,장흥면,교현리
4163034025,경기도,41630,양주시,34025,장흥면,일영리
4165010100,경기도,41650,포천시,10100,신읍동,
4165034027,경기도,41650,포천시,34027,신북면,고일리
4165034031,경기도,41650,포천시,34031,신북면,금동리
4127110600,경기도,41271,안산시상록구,10600,양상동,
4127111000,경기도,41271,안산시상록구,11000,팔곡일동,
4127111400,경기도,41271,안산시상록구,11400,장상동,
4127300000,경기도,41273,안산시단원구,00000,,
4163025023,경기도,41630,양주시,25023,백석읍,복지리
4163025027,경기도,41630,양주시,25027,백석읍,기산리
4163031023,경기도,41630,양주시,31023,은현면,운암리
4155042021,경기도,41550,안성시,42021,고삼면,쌍지리
4155042024,경기도,41550,안성시,42024,고삼면,가유리
4183036024,경기도,41830,양평군,36024,단월면,향소리
4183036028,경기도,41830,양평군,36028,단월면,석산리
4183037021,경기도,41830,양평군,37021,청운면,용두리
4183037025,경기도,41830,양평군,37025,청운면,갈운리
4183037029,경기도,41830,양평군,37029,청운면,다대리
4183038023,경기도,41830,양평군,38023,양동면,매월리
4148025322,경기도,41480,파주시,25322,파주읍,향양리
4159025300,경기도,41590,화성시,25300,봉담읍,
4159025323,경기도,41590,화성시,25323,봉담읍,수영리
4159025327,경기도,41590,화성시,25327,봉담읍,분천리
4159025331,경기도,41590,화성시,25331,봉담읍,마하리
4159025334,경기도,41590,화성시,25334,봉담읍,덕우리
4157010600,경기도,41570,김포시,10600,사우동,
4183038024,경기도,41830,양평군,38024,양동면,고송리
4115010800,경기도,41150,의정부시,10800,자일동,
4111113300,경기도,41111,수원시장안구,13300,천천동,
4111113700,경기도,41111,수원시장안구,13700,연무동,
4111312600,경기도,41113,수원시권선구,12600,세류동,
4115011200,경기도,41150,의정부시,11200,고산동,
4122032026,경기도,41220,평택시,32026,서탄면,회화리
4155031030,경기도,41550,안성시,31030,보개면,내방리
4159035029,경기도,41590,화성시,35029,서신면,매화리
4159036000,경기도,41590,화성시,36000,팔탄면,
4159036023,경기도,41590,화성시,36023,팔탄면,기천리
4159036027,경기도,41590,화성시,36027,팔탄면,노하리
4159036031,경기도,41590,화성시,36031,팔탄면,서근리
4161035024,경기도,41610,광주시,35024,남종면,삼성리
4159041022,경기도,41590,화성시,41022,정남면,괘랑리
4159041026,경기도,41590,화성시,41026,정남면,백리
4159041029,경기도,41590,화성시,41029,정남면,계향리
4159041033,경기도,41590,화성시,41033,정남면,음양리
4159040025,경기도,41590,화성시,40025,양감면,용소리
4159041021,경기도,41590,화성시,41021,정남면,발산리
4161033000,경기도,41610,광주시,33000,도척면,
4161033024,경기도,41610,광주시,33024,도척면,추곡리
4161033027,경기도,41610,광주시,33027,도척면,궁평리
4161034022,경기도,41610,광주시,34022,퇴촌면,관음리
4163032021,경기도,41630,양주시,32021,남면,신산리
4163032024,경기도,41630,양주시,32024,남면,구암리
4163032028,경기도,41630,양주시,32028,남면,입암리
4128710800,경기도,41287,고양시일산서구,10800,법곳동,
4129010300,경기도,41290,과천시,10300,갈현동,
4122037032,경기도,41220,평택시,37032,현덕면,방축리
4125010200,경기도,41250,동두천시,10200,지행동,
4125010600,경기도,41250,동두천시,10600,보산동,
4125010900,경기도,41250,동두천시,10900,상봉암동,
4127000000,경기도,41270,안산시,00000,,
4128112300,경기도,41281,고양시덕양구,12300,화정동,
4128112600,경기도,41281,고양시덕양구,12600,행주외동,
4128113000,경기도,41281,고양시덕양구,13000,현천동,
4128510100,경기도,41285,고양시일산동구,10100,식사동,
4128510500,경기도,41285,고양시일산동구,10500,마두동,
4128510900,경기도,41285,고양시일산동구,10900,사리현동,
4113511200,경기도,41135,성남시분당구,11200,궁내동,
4113511600,경기도,41135,성남시분당구,11600,대장동,
4115010100,경기도,41150,의정부시,10100,의정부동,
4115010400,경기도,41150,의정부시,10400,신곡동,
4122031021,경기도,41220,평택시,31021,진위면,봉남리
4122031024,경기도,41220,평택시,31024,진위면,동천리
4122031028,경기도,41220,평택시,31028,진위면,야막리
4122031032,경기도,41220,평택시,31032,진위면,신리
4122032022,경기도,41220,평택시,32022,서탄면,사리
4128111100,경기도,41281,고양시덕양구,11100,삼송동,
4128111500,경기도,41281,고양시덕양구,11500,선유동,
4128111800,경기도,41281,고양시덕양구,11800,관산동,
4163032000,경기도,41630,양주시,32000,남면,
4155032033,경기도,41550,안성시,32033,금광면,석하리
4155032034,경기도,41550,안성시,32034,금광면,신양복리
4155033023,경기도,41550,안성시,33023,서운면,송정리
4155033026,경기도,41550,안성시,33026,서운면,현매리
4155033030,경기도,41550,안성시,33030,서운면,신기리
4155033034,경기도,41550,안성시,33034,서운면,북산리
4155034030,경기도,41550,안성시,34030,미양면,진촌리
4155034033,경기도,41550,안성시,34033,미양면,보체리
4155034037,경기도,41550,안성시,34037,미양면,마산리
4155035022,경기도,41550,안성시,35022,대덕면,토현리
4155035026,경기도,41550,안성시,35026,대덕면,진현리
4155035029,경기도,41550,안성시,35029,대덕면,대농리
4155035033,경기도,41550,안성시,35033,대덕면,소내리
4155036022,경기도,41550,안성시,36022,양성면,구장리
4155036025,경기도,41550,안성시,36025,양성면,조일리
4111312900,경기도,41113,수원시권선구,12900,오목천동,
4165033026,경기도,41650,포천시,33026,가산면,금현리
4165034021,경기도,41650,포천시,34021,신북면,가채리
4159041038,경기도,41590,화성시,41038,정남면,고지리
4161010200,경기도,41610,광주시,10200,쌍령동,
4180025021,경기도,41800,연천군,25021,연천읍,차탄리
4180025025,경기도,41800,연천군,25025,연천읍,옥산리
4165035000,경기도,41650,포천시,35000,창수면,
4165035023,경기도,41650,포천시,35023,창수면,가양리
4165035027,경기도,41650,포천시,35027,창수면,신흥리
4122025329,경기도,41220,평택시,25329,안중읍,송담리
4136025625,경기도,41360,남양주시,25625,화도읍,금남리
4165041022,경기도,41650,포천시,41022,화현면,명덕리
4180035025,경기도,41800,연천군,35025,왕징면,강서리
4180035028,경기도,41800,연천군,35028,왕징면,고잔상리
4180035032,경기도,41800,연천군,35032,왕징면,임강리
4180035036,경기도,41800,연천군,35036,왕징면,장학리
4148026200,경기도,41480,파주시,26200,조리읍,
4148026223,경기도,41480,파주시,26223,조리읍,등원리
4148026227,경기도,41480,파주시,26227,조리읍,대원리
4148031022,경기도,41480,파주시,31022,월롱면,도내리
4148032000,경기도,41480,파주시,32000,탄현면,
4148032023,경기도,41480,파주시,32023,탄현면,갈현리
4148032027,경기도,41480,파주시,32027,탄현면,축현리
4148032030,경기도,41480,파주시,32030,탄현면,낙하리
4148035021,경기도,41480,파주시,35021,광탄면,분수리
4148035025,경기도,41480,파주시,35025,광탄면,창만리
4148035029,경기도,41480,파주시,35029,광탄면,영장리
4137011400,경기도,41370,오산시,11400,지곶동,
4137011700,경기도,41370,오산시,11700,벌음동,
4137012000,경기도,41370,오산시,12000,누읍동,
4137012400,경기도,41370,오산시,12400,갈곶동,
4129010700,경기도,41290,과천시,10700,중앙동,
4129011000,경기도,41290,과천시,11000,부림동,
4131010200,경기도,41310,구리시,10200,사노동,
4139010300,경기도,41390,시흥시,10300,방산동,
4127310300,경기도,41273,안산시단원구,10300,신길동,
4127310700,경기도,41273,안산시단원구,10700,초지동,
4127311000,경기도,41273,안산시단원구,11000,대부동동,
4180035022,경기도,41800,연천군,35022,왕징면,노동리
4141010500,경기도,41410,군포시,10500,금정동,
4141010800,경기도,41410,군포시,10800,대야미동,
4143010200,경기도,41430,의왕시,10200,이동,
4143010500,경기도,41430,의왕시,10500,오전동,
4143010800,경기도,41430,의왕시,10800,청계동,
4143011100,경기도,41430,의왕시,11100,초평동,
4145010300,경기도,41450,하남시,10300,창우동,
4148037027,경기도,41480,파주시,37027,적성면,무건리
4148037031,경기도,41480,파주시,37031,적성면,주월리
4148037034,경기도,41480,파주시,37034,적성면,두지리
4182031022,경기도,41820,가평군,31022,설악면,선촌리
4182031026,경기도,41820,가평군,31026,설악면,미사리
4180025328,경기도,41800,연천군,25328,전곡읍,늘목리
4180031023,경기도,41800,연천군,31023,군남면,삼거리
4148025626,경기도,41480,파주시,25626,법원읍,삼방리
4148025630,경기도,41480,파주시,25630,법원읍,금곡리
4139012800,경기도,41390,시흥시,12800,군자동,
4139013100,경기도,41390,시흥시,13100,월곶동,
4139013400,경기도,41390,시흥시,13400,무지내동,
4141010300,경기도,41410,군포시,10300,부곡동,
4182032521,경기도,41820,가평군,32521,청평면,청평리
4182032525,경기도,41820,가평군,32525,청평면,호명리
4182033000,경기도,41820,가평군,33000,상면,
4182033024,경기도,41820,가평군,33024,상면,임초리
4182033027,경기도,41820,가평군,33027,상면,상동리
4182035021,경기도,41820,가평군,35021,북면,목동리
4182035024,경기도,41820,가평군,35024,북면,도대리
4150037000,경기도,41500,이천시,37000,설성면,
4150037023,경기도,41500,이천시,37023,설성면,행죽리
4150025021,경기도,41500,이천시,25021,장호원읍,장호원리
4136025324,경기도,41360,남양주시,25324,진접읍,연평리
4180033028,경기도,41800,연천군,33028,백학면,두현리
4180033033,경기도,41800,연천군,33033,백학면,석주원리
4180033037,경기도,41800,연천군,33037,백학면,오음리
4180033040,경기도,41800,연천군,33040,백학면,고읍리
4183041028,경기도,41830,양평군,41028,개군면,자연리
4183041032,경기도,41830,양평군,41032,개군면,계전리
4182035027,경기도,41820,가평군,35027,북면,제령리
4183025021,경기도,41830,양평군,25021,양평읍,양근리
4136025327,경기도,41360,남양주시,25327,진접읍,진벌리
4145010600,경기도,41450,하남시,10600,신장동,
4145010900,경기도,41450,하남시,10900,망월동,
4145011200,경기도,41450,하남시,11200,선동,
4145011500,경기도,41450,하남시,11500,감이동,
4148000000,경기도,41480,파주시,00000,,
4148010200,경기도,41480,파주시,10200,아동동,
4148025000,경기도,41480,파주시,25000,문산읍,
4148025023,경기도,41480,파주시,25023,문산읍,선유리
4148025027,경기도,41480,파주시,25027,문산읍,마정리
4150025033,경기도,41500,이천시,25033,장호원읍,노탑리
4150032032,경기도,41500,이천시,32032,백사면,백우리
4155025022,경기도,41550,안성시,25022,공도읍,웅교리
4155025025,경기도,41550,안성시,25025,공도읍,용두리
4155025029,경기도,41550,안성시,25029,공도읍,만정리
4155039000,경기도,41550,안성시,39000,일죽면,
4155039023,경기도,41550,안성시,39023,일죽면,죽림리
4155039027,경기도,41550,안성시,39027,일죽면,방초리
4155039030,경기도,41550,안성시,39030,일죽면,화곡리
4155039034,경기도,41550,안성시,39034,일죽면,장암리
4155040022,경기도,41550,안성시,40022,죽산면,매산리
4155040026,경기도,41550,안성시,40026,죽산면,장계리
4155040029,경기도,41550,안성시,40029,죽산면,당목리
4155041022,경기도,41550,안성시,41022,삼죽면,율곡리
4155041026,경기도,41550,안성시,41026,삼죽면,내강리
4183025028,경기도,41830,양평군,25028,양평읍,대흥리
4183025032,경기도,41830,양평군,25032,양평읍,창대리
4183031023,경기도,41830,양평군,31023,강상면,교평리
4157025300,경기도,41570,김포시,25300,고촌읍,
4122025922,경기도,41220,평택시,25922,청북읍,삼계리
4122025926,경기도,41220,평택시,25926,청북읍,토진리
4122025930,경기도,41220,평택시,25930,청북읍,한산리
4148010700,경기도,41480,파주시,10700,교하동,
4148011100,경기도,41480,파주시,11100,상지석동,
4148011400,경기도,41480,파주시,11400,당하동,
4148011700,경기도,41480,파주시,11700,목동동,
4148012100,경기도,41480,파주시,12100,연다산동,
4136011200,경기도,41360,남양주시,11200,다산동,
4161011800,경기도,41610,광주시,11800,추자동,
4161011600,경기도,41610,광주시,11600,능평동,
4119010600,경기도,41190,부천시,10600,소사동,
4119010400,경기도,41190,부천시,10400,도당동,
4119011100,경기도,41190,부천시,11100,심곡본동,
4119011300,경기도,41190,부천시,11300,괴안동,
4119011600,경기도,41190,부천시,11600,계수동,
4119012100,경기도,41190,부천시,12100,고강동,
4119012300,경기도,41190,부천시,12300,삼정동,
4167010100,경기도,41670,여주시,10100,상동,
4167010400,경기도,41670,여주시,10400,우만동,
4167010800,경기도,41670,여주시,10800,교동,
4167011100,경기도,41670,여주시,11100,연라동,
4167011400,경기도,41670,여주시,11400,삼교동,
4167031031,경기도,41670,여주시,31031,점동면,장안리
4167031034,경기도,41670,여주시,31034,점동면,흔암리
4167032023,경기도,41670,여주시,32023,흥천면,문장리
4167032028,경기도,41670,여주시,32028,흥천면,하다리
4167032033,경기도,41670,여주시,32033,흥천면,대당리
4167033022,경기도,41670,여주시,33022,금사면,궁리
4167033027,경기도,41670,여주시,33027,금사면,소유리
4167035000,경기도,41670,여주시,35000,대신면,
4167035023,경기도,41670,여주시,35023,대신면,가산리
4167035028,경기도,41670,여주시,35028,대신면,옥촌리
4167035031,경기도,41670,여주시,35031,대신면,도롱리
4167035035,경기도,41670,여주시,35035,대신면,당남리
4167035039,경기도,41670,여주시,35039,대신면,양촌리
4167036022,경기도,41670,여주시,36022,북내면,신남리
4167036026,경기도,41670,여주시,36026,북내면,주암리
4167036030,경기도,41670,여주시,36030,북내면,장암리
4167036034,경기도,41670,여주시,36034,북내면,지내리
4167037021,경기도,41670,여주시,37021,강천면,간매리
4167037025,경기도,41670,여주시,37025,강천면,적금리
4155011000,경기도,41550,안성시,11000,창전동,
4155011300,경기도,41550,안성시,11300,인지동,
4155011600,경기도,41550,안성시,11600,대천동,
4155038022,경기도,41550,안성시,38022,원곡면,칠곡리
4155038025,경기도,41550,안성시,38025,원곡면,내가천리
4155012200,경기도,41550,안성시,12200,옥산동,
4155012600,경기도,41550,안성시,12600,가사동,
4155012900,경기도,41550,안성시,12900,신소현동,
4155013200,경기도,41550,안성시,13200,발화동,
4155034024,경기도,41550,안성시,34024,미양면,신계리
4155034027,경기도,41550,안성시,34027,미양면,고지리
4155042027,경기도,41550,안성시,42027,고삼면,월향리
4150037029,경기도,41500,이천시,37029,설성면,송계리
4150037032,경기도,41500,이천시,37032,설성면,대죽리
4150038023,경기도,41500,이천시,38023,율면,본죽리
4148039023,경기도,41480,파주시,39023,장단면,거곡리
4148039026,경기도,41480,파주시,39026,장단면,강정리
4148040021,경기도,41480,파주시,40021,진동면,동파리
4148040025,경기도,41480,파주시,40025,진동면,초리
4150000000,경기도,41500,이천시,00000,,
4150010300,경기도,41500,이천시,10300,중리동,

